clean_text,stemmed_text,lemmatized_text,sentiment
ja falei pra amiga nao raspar ta tao linda cabelo curto mandar peruca to triste,ja fal pra amig nao rasp ta tao lind cabel curt mand peruc to trist,ja falar pra amiga nao raspar ta tao linda cabelo curto mandar peruca to tristir,0
haahahhaha taaee ah,haahahhah taae ah,haahahhaha Taaee ah,1
muita informacao acontece,muit informaca acontec,muito informacao acontecer,1
nao so perguntar inves assumir nao certa nao pt nao partido anti facista elogio nordeste,nao so pergunt inves assum nao cert nao pt nao part anti facist elogi nord,nao so perguntar inve assumir nao certo nao pt nao partido antir facisto elogio nordeste,1
fiz trabalho lindo ajudara diversas pessoas classe trabalhadora importante brasil desenvolver produzir total pessoas familia veio,fiz trabalh lind ajud divers pesso class trabalh import brasil desenvolv produz total pesso famil vei,fiz trabalho lir ajudar diversos pessoa classe trabalhador importante Brasil desenvolver produzir total pessoa familiar vir,1
passei dia cocando pele ta empolada nao to aguentando,pass dia coc pel ta empol nao to aguent,passar dia cocar pele ta empolar nao to aguentar,0
vida volte ne ate amizades estao sendo desfeitas,vid volt ne ate amizad esta send desfeit,vida voltar ne ate amizade estao ser desfeita,0
nao moca voce enganada sao n materias vc nao tera dificuldade citar,nao moc voc engan sao n mat vc nao ter dificuldad cit,nao mocar voce enganar sao n materia vc nao tera dificuldade citar,1
made twitter d,mad twitt d,made twitter d,1
aaaaaaaaaaaaa,aaaaaaaaaaaaa,aaaaaaaaaaaaa,1
dia,dia,dia,1
foo badaeceeba,foo badaeceeb,foo badaeceebar,1
mesmooo n preocupes tmb saudades hahahah,mesmoo n preocup tmb saudad hahahah,mesmooo n preocupes tmb saudade hahahah,1
adicionei video playlist frango padaria cozinhandocomnane,adicion vid playlist frang pad cozinhandocomnan,adicionei video playlist frango Padaria cozinhandocomnane,1
realmente,realment,realmente,1
tristeza ler fica lt,tristez ler fic lt,tristeza ler ficar lt,0
ai amiga hoje tb chorei inteira to cansada dor cabeca forca nooos,ai amig hoj tb chor inteir to cans dor cabec forc noo,ai amiga hoje tb chorar inteira to cansada dor cabeca forca nooos,0
pra rir d cabodaciolo debate recordtv melhores momentos via,pra rir d cabodaciol debat recordtv melhor moment via,pra rir d cabodaciolo debate recordtv bom momento ver,1
coracao enviou to chorando nao aguento viver to odiando ultimamente queria abraco mandou,coraca envi to chor nao aguent viv to odi ultim quer abrac mand,coracao enviar to chorar nao aguento viver to odiar ultimamente querer abraco mandar,0
p comecar nao vc comecou namorar pessoa voto pra nao respeita sinto,p comec nao vc comec namor pesso vot pra nao respeit sint,p comecar nao vc comecar namorar pessoa votar pra nao respeitar sinto,0
queria nao so namorado,quer nao so namor,querer nao so namorar,0
vida ta cabeca pra,vid ta cabec pra,vida ta cabeca pra,0
ta sdds fala ai,ta sdds fal ai,ta sdds falar ai,1
acabei,acab,acabar,0
maneiro arrumei todinho pra aula manha nao,maneir arrum todinh pra aul manh nao,maneiro arrumei todinho pra aula mar nao,1
tadinha pior pra dor nao receitaram castracao unica operamos so deixar quietinhos coloquei cobertor grosso chao deitadinhos grogue olho ne complicado,tadinh pior pra dor nao receit castraca unic oper so deix quietinh coloqu cobertor gross cha deitadinh grog olho ne complic,tadir mau pra dor nao receitarar castracao unico operamos so deixar quietinho coloquei cobertor grosso chao deitadinho groguar olho ne complicado,0
acabaram anos,acab anos,acabar ano,1
eh pq concorda intolerancias pensa fala le foda eh gente gnt conhece ama sao preconceituosos machistas racistas lgbtfobicos misoginos ai,eh pq concord intoleranc pens fal le fod eh gent gnt conhec ama sao preconceitu machist racist lgbtfobic misogin ai,eh pq concordar intolerancia pensar falar Le fodir eh gente gnt conhecer amar sao preconceituoso machista racista lgbtfobico misogino ai,0
queria acho q vou voltar dormir,quer acho q vou volt dorm,querer achar q ir voltar dormir,0
obs noite kkkkk triste,obs noit kkkkk trist,obs noite kkkkk tristir,0
melhor comecar semana carro fervido voce perder prova faculdade,melhor comec seman carr ferv voc perd prov faculdad,bom comecar semana carro fervido voce perder prova Faculdade,1
comigo so sobrou,comig so sobr,comigo soer sobrar,0
entao pra bomba funcionar vc q malhar pq n crescer sozinho musculo q vc q cresca so ajuda absurdamente crescer vc sedentaria so pra saude nao,enta pra bomb funcion vc q malh pq n cresc sozinh muscul q vc q cresc so ajud absurd cresc vc sedent so pra saud nao,entao pra bomba funcionar vc q malhar pq n crescer sozinho musculo q vc q crescar so ajudar absurdamente crescer vc sedentar so pra saude nao,0
,,,0
queria pra universidade gosto varias coisas diferentes nao escolher,quer pra univers gost var cois diferent nao escolh,querer pra universidade gostar vario coisa diferente nao escolher,0
amiga reza emane boas energias ficar td,amig rez eman boas energ fic td,amigo rezar emane bom energia ficar td,0
,,,1
n salvo,n salv,n salvo,0
parabens,parabens,parabem,1
ai nao aguento cabelo colorido esbagacar,ai nao aguent cabel color esbagac,ai nao aguento cabelo colorir esbagacar,0
parabens moco d,parabens moc d,parabem moco d,1
vou dormir,vou dorm,ir dormir,0
pra gostou texto postei puderem deem passada la amor,pra gost text post pud deem pass la amor,pra gostar texto postei puderem deem passar La amor,1
duvidas nioh dificil bb serio boss simplesmente stuna morro hit kill d,duv nioh dificil bb seri boss simples stun morr hit kill d,duvir nioh dificil bb serio boss simplesmente stuno morro hit Kill d,1
ana paula protagonista protagonista prepotencia arrogancia humildade subir tag tranquilo queria visto conseguir tirar nadja d kkkkkkkkkkkk,ana paul protagon protagon prepotenc arroganc humildad sub tag tranquil quer vist consegu tir nadj d kkkkkkkkkkkk,ano Paula protagonista protagonisto prepotencia arrogancio humildade subir tag tranquilo querer ver conseguir tirar nadjo d kkkkkkkkkkkk,1
mandei,mand,mandar,1
mentira w miedo cln,ment w mied cln,mentira w miedo cln,0
participando concurso limetown desenho cor lt hashtag limetownk trabalhos cor colorir pordosol art concurso,particip concurs limetown desenh cor lt hashtag limetownk trabalh cor color pordosol art concurs,participar concurso limetown desenho cor lt hashtag limetownk trabalho cor colorir pordosol art concurso,1
unico jeito ciro presidente,unic jeit cir president,unico jeito ciro presidente,0
sacy bgs poderia conseguir autografo camisa red ano passado,sacy bgs pod consegu autograf camis red ano pass,sacy bgs poder conseguir autografo camisa red ano passado,0
turno nocao quantas pessoas sao coniventes corrupcao d,turn noca quant pesso sao conivent corrupca d,turno nocao quanto pessoa sao conivente corrupcao d,1
vou prova estudar,vou prov estud,ir prova estudar,0
dia sao paulo feeling energized at wework berrini,dia sao paul feeling energized at wework berrin,dia sao Paulo feeling Energized at wework berrini,1
deus amo,deus amo,Deus amo,0
estando aleijada dia merda hoje sintome especialmente linda,estand aleij dia merd hoj sintom especial lind,estar aleijar dia merdar hoje sintome especialmente linda,1
queria alguem pra xingar twitter,quer algu pra xing twitt,querer alguir pra xingar twitter,0
aiii sinto nao podemos desistir nao desista,aiii sint nao pod desist nao desist,Aiii sinto nao poder desistir nao desista,0
diria phoebe buffay pacifista entao guerra nao interessa porem revolucao chegar destruir voces except you joe,dir phoeb buffay pacif enta guerr nao interess por revoluca cheg destru voc except you joe,diria phoeber buffay pacifisto entao guerra nao interessar por revolucao chegar destruir voce except you joe,1
voce ja festa fantasia chamar pra ja festa fantasia,voc ja fest fantas cham pra ja fest fantas,voce ja festa fantasia chamar pra ja festa fantasia,0
nao sandrine nao aconteceu ta msg genuina fica hora melhora problemas so surgem pra obrigar superarlos tornar alguem forte maduro fica x,nao sandrin nao acontec ta msg genuin fic hor melhor problem so surg pra obrig superarl torn algu fort madur fic x,nao sandrine nao acontecer ta msg Genuina ficar hora melhor problema so surgir pra obrigar superarlo tornar alguem forte maduro ficar x,1
aham supeeeer ate pena mim tao enganada,aham supee ate pen mim tao engan,ahar Supeeeer ate pena mim tao enganar,0
camp competicao incentivo melhor,camp competica incent melhor,camp competicao incentivo bom,1
fofo razao,fof raza,fofo razao,1
dado atencao pra igu,dad atenca pra igu,dar atencao pra igu,0
aaaaaaaa tempinho sair,aaaaaaaa tempinh sair,aaaaaaaa tempinho sair,1
pessoas burras,pesso burr,pessoa burro,0
eh medo sentir dor,eh med sent dor,eh medo sentir dor,0
nao coragem postar video dancando funk poq dancando meninas pegam espirito filmes terror,nao corag post vid danc funk poq danc menin peg espirit film terror,nao coragem postar video dancar funk Poq dancar menina pegar espirito filme terror,1
pdf livro nela brilha queima nao trechos legais pagina insta,pdf livr nel brilh queim nao trech leg pagin insta,pdf livro em ele brilhar queima nao trecho legal pagina insto,0
vida dificil encontros despedidas,vid dificil encontr desped,vida dificil encontro despedir,0
bar cfeefbeafcab,bar cfeefbeafcab,bar cfeefbeafcab,0
pai prefeito massachusets michigan texas to rosa acabei chegar casa,pai prefeit massachusets michigan tex to ros acab cheg cas,pai prefeito massachusets michigan texas to Rosa acabar chegar casa,1
hoje pole animacao,hoj pol animaca,hoje pole animacao,0
mooca min pe estacao trem min onibus bresser,mooc min pe estaca trem min onibus bress,Mooca Min pe estacao tr min onibu bresser,1
proximamente,proxim,proximamente,1
paguei,pagu,paguei,1
participou design fisico teasers digitais vou comprar versoes,particip design fisic teasers digit vou compr verso,participar design fisico teaser digital ir comprar versoe,0
vamos lutar,vam lut,ir lutar,0
bolsas reusables amiga,bols reusabl amig,bolsa reusables amiga,1
krystal sorriso tao fofo,krystal sorris tao fof,krystal sorriso tao fofo,0
concordo,concord,Concordo,0
babys chegaram londres seguranca jikook mto casal foto socr,babys cheg londr seguranc jikook mto casal fot socr,baby chegar londr seguranca jikook mto casal foto socr,1
historia vida criei twitter original faltando pra completar anos corrigir data aniversario nao lembrava errada pq causa politica bloqueado la,histor vid cri twitt original falt pra complet anos corrig dat aniversari nao lembr errad pq caus polit bloqu la,historio vida criei twitter original faltar pra completar ano corrigir data aniversario nao lembrar errar pq causa politico bloquear la,1
aff bb voce linda aaaa,aff bb voc lind aaaa,affr bb voce lindar aaao,0
tres aninhos,tres aninh,tr aninho,0
vou pesquisar j ja vi reviews gracias,vou pesquis j ja vi reviews grac,ir pesquisar j ja ver reviews gracio,1
desconheco dados paragrafo tweet certa piada,desconhec dad paragraf tweet cert piad,desconheco dar paragrafo tweet certo piada,1
verdade mundo precisa amor deus,verdad mund precis amor deus,verdade mundo precisar amor Deus,1
infelizmente,infeliz,infelizmente,0
grau inteiro,grau inteir,grau inteiro,1
queria vida cara,quer vid car,querer vida car,0
testemunhei conversa adolescentes falava bolsonario so sabia falar kit gay amigo explicando calmamente candidato propostas etc trabalho formiguinha acho mito ganhou eleitora,testemunh convers adolescent fal bolsonari so sab fal kit gay amig explic calm candidat propost etc trabalh formiguinh acho mit ganh eleitor,testemunhei conversa adolescente falar bolsonario so saber falar kit gay amigo explicar calmamente candidato proposta etc trabalho Formiguinha achar mito ganhar eleitora,1
triste ross,trist ross,triste ross,0
to querendo tb,to quer tb,to querer tb,0
relacao realidade perspectiva nao d,relaca realidad perspect nao d,relacao realidade perspectivo nao d,1
amiga to medo,amig to med,amiga to medo,0
sungjoy pq matou mbc odeio wgm,sungjoy pq mat mbc odei wgm,sungjoy pq matar Mbc odeio wgm,0
sorriso faca lindo surgir rosto tambem,sorris fac lind surg rost tamb,sorriso facar lir surgir ror tambem,1
stream brutal malta apareceram d special thanks to tina the kind donation lt pico espectadores batido tambem,stre brutal malt aparec d special thanks to tin the kind donation lt pic espect bat tamb,stream brutal malta aparecer d special thank to tina the Kind donation lt pico espectador bater tambem,1
disse acabar ativismo brasil protecao ambiente,diss acab ativ brasil proteca ambient,dizer acabar ativismo Brasil protecao ambiente,1
acordar jimin sorrisinho mata,acord jimin sorrisinh mat,acordar Jimin Sorrisinho matar,0
tara,tar,tar,0
amo mes gente dias and counting,amo mes gent dias and counting,amo mes gente dia and counting,1
uu ficatemer devido convite festa pijama ja outubro presidente devera continuar gabinete ok qideianinja,uu ficatem dev convit fest pijam ja outubr president dev continu gabinet ok qideianinj,uu ficatemer devido convite festa pijamar ja outubro presidente deverar continuar gabinete ok qideianinja,1
eae beleza passa numero pedido pra olhada,eae belez pass numer ped pra olhad,eae beleza passar numero pedir pra olhar,1
tambem nao interessem estrilinhas contar nasa vale importancia cidade produtiva natureza honestamente conseguia mes miami conseguir nao,tamb nao inter estrilinh cont nas val importanc cidad produt natur honest consegu mes miam consegu nao,tambem nao interessem estrilinha contar nasa vale importancio cidade produtivo natureza honestamente conseguir mes miami conseguir nao,0
to acabada fodidas,to acab fod,to acabar fodida,0
madeira,madeir,Madeira,1
eto vidis,eto vid,eto vidis,1
outro vista tecnico complicadissimo achar proposta viavel qualidade custo banda larga brasil pra paga horrivel concordo ctg realidade nao ajuda,outr vist tecnic complicadissim achar propost viavel qualidad cust band larg brasil pra pag horrivel concord ctg realidad nao ajud,outro vista tecnico complicadissimor achar proposta viavel qualidade custo banda largo Brasil pra paga horrivel Concordo ctg realidade nao ajudar,0
nao to sendo preconceituosa nao ate pq filha agronegocio tambem kkkkkk usei termo querendo referir cidades interior agro base familias tradicionais,nao to send preconceitu nao ate pq filh agronegoci tamb kkkkkk use term quer refer cidad interior agro bas famil tradicion,nao to ser preconceituoso nao ate pq filha agronegocio tambem kkkkkk usei termo querer referir cidade interior agro base familio tradicional,1
deus,deus,Deus,0
alguem gato preto,algu gat pret,alguir gato preto,0
amo ciencia saco fico esperando chegar chata vou cansar nao vou interessar simplesmente nao chega ate formulas interesse so cresce,amo cienc sac fic esper cheg chat vou cans nao vou interess simples nao cheg ate formul inter so cresc,amo ciencia saco fico esperar chegar chato ir cansar nao ir interessar simplesmente nao chegar ate formula interesse so crescer,0
fica firme parca so gritar d,fic firm parc so grit d,ficar firme parcr so gritar d,1
