clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
opiniao tb cadeia cuidado ai fiota,opinia tb cad cuid ai fiot,opiniao tb cadeia cuidado ai fiota,0
ngm perguntou opiniao branca sobre racismo vc deu entao acho q estamos mesma,ngm pergunt opinia branc sobr racism vc deu enta acho q estam mesm,ngm perguntar opiniao branco sobre racismo vc dar entao achar q estar mesmo,0
branca nao concorda negra ofenda racismo q so ela sente vc quer eu leve opiniao consideracao,branc nao concord negr ofend racism q so ela sent vc quer eu lev opinia consideraca,branco nao concorda negro ofendar racismo q so ele sentir vc querer eu levar opiniao consideracao,0
nao aceita ela fique mesma tecla racismo so ela sofre isso silenciamento,nao aceit ela fiqu mesm tecl racism so ela sofr isso silenc,nao aceitar ela ficar mesmo tecla racismo so ele sofrer isso silenciamento,0
quando branco acha racismo coitadismo so me mais vontade continuar perfil,quand branc acha racism coitad so me mais vontad continu perfil,quando branco achar racismo coitadismo so eu mais vontade continuar perfil,1
vc quer q eu te chame q palmito,vc quer q eu te cham q palmit,vc querer q eu te chame q palmito,0
medir palavras agora alem silenciar angelica vc quer me silenciar tambem,med palavr agor alem silenc angel vc quer me silenc tamb,medir palavra agora aler silenciar angelico vc querer eu silenciar tambem,0
vc acha racismo me processa,vc acha racism me process,vc achar racismo eu processar,0
eu acho q vc so fala bosta,eu acho q vc so fal bost,eu achar q vc so falar bosto,0
eu acho msm sobre vc branquelo,eu acho msm sobr vc branquel,eu achar msm sobre vc branquelo,0
tem gente nao aceita branco tbm sofre preconceito acha so negros sofrem sendo q tem negro q fala mal branco aqui td dia,tem gent nao aceit branc tbm sofr preconceit acha so negr sofr send q tem negr q fal mal branc aqu td dia,ter gente nao aceitar branco tbm sofrer preconceito achar so negro sofrer ser q ter negro q falar mal branco aqui td dia,0
vc devia calar boca pq vc tao racista quanto,vc dev cal boc pq vc tao racist quant,vc dever calar boca pq vc tao racista quanto,0
eu tb mas fazer ne nao pode matar nooooossa,eu tb mas faz ne nao pod mat noooooss,eu tb mas fazer ne naoer poder matar nooooossa,0
perfil fala mau gente branca eu sou racista coerencia cade,perfil fal mau gent branc eu sou racist coerenc cad,perfil falar mau gente branco eu ser racista coerencia cade,0
nao racismo nem machismo esteriotipar mulher causa dolugar ela nasceu ne claro nao,nao racism nem machism esteriotip mulh caus dolug ela nasc ne clar nao,nao racismo nem machismo esteriotipar mulher causo dolugar ela nascer ne claro nao,1
racistamachista sem argumentos mais tem,racistamach sem argument mais tem,racistamachista sem argumento mais ter,0
estou cansada palavras homofobia racismo gordofobia feministas eu queria voltar pros anos eu ouvia bem menos,estou cans palavr homofob racism gordofob femin eu quer volt pros anos eu ouv bem men,estar cansado palavras homofobia racismo gordofober feministo eu querer voltar pro ano eu ouver bem menos,0
filhos protesto ontem,filh protest ontem,filho protesto ontem,0
eu tenho problemas psicologicos causados pelo excesso corrupcao petista,eu tenh problem psicolog caus pel excess corrupca petist,eu ter problema psicologico causar por o excesso corrupcao petista,0
distribui protesto ontem kkkk culpa nao minha hein,distribu protest ontem kkkk culp nao minh hein,distribuir protesto ontem Kkkk culpa nao meu hein,0
aumento breja d foradilma,aument brej d foradilm,aumento brejar d foradilma,0
deu certo impitima eu assumo hoje,deu cert impitim eu assum hoj,dar certo impitimo eu assumo hoje,0
agora sim eu assumo,agor sim eu assum,agora sim eu assumar,0
intervencao militar ja ninguem aguenta mais esses corruptos,intervenca milit ja ningu aguent mais esses corrupt,intervencao militar ja ninguem aguentar mais esse corrupto,0
brasileiro cansado enganado sos regime militar get out dilma,brasileir cans engan sos regim milit get out dilm,brasileiro cansar enganar sos regime militar Get out dilmar,0
ai saudade ditadura,ai saudad ditadur,ai saudade ditadurar,0
minha mulher ministrando curso atualizacao secretarias lar rj ja viu pendurar pano prato ombro,minh mulh ministr curs atualizaca secret lar rj ja viu pendur pan prat ombro,meu mulher ministrar curso atualizacao secretario lar rj ja ver pendurar pano prato ombro,1
nao tenho mta paciencia,nao tenh mta pacienc,nao ter mta paciencia,0
desempregado gente tenta tudo ne kkkk,desempreg gent tent tud ne kkkk,desempregado gente tentar tudo ne kkkk,0
essa imagem montagem coisa comunista,essa imag montag cois comun,esse imagem montagem coisa comunista,0
hoje dia nao pode mais praticar genocidio numa igreja ja racismo,hoj dia nao pod mais pratic genocidi num igrej ja racism,hoje dia nao poder mais praticar genocidio em um igreja ja racismo,1
educacao eu recebi casa homem feito pra mulher vice versoo resto modinha,educaca eu receb cas hom feit pra mulh vic verso rest modinh,educacao eu recebi casa homem fazer pra mulher vice versoo resto modinha,1
tranca bonito quem tem cabelo ruim salvacao todos riem,tranc bonit quem tem cabel ruim salvaca tod riem,tranca bonito quem ter cabelo ruim salvacao todo riar,0
nao precisamos dia consciencia negra branca parda amarela albina precisamos dias consciencia humana,nao precis dia conscienc negr branc pard amarel albin precis dias conscienc human,nao precisamo dia consciencia negro branco pardo amarela albino precisar dia consciencia humano,0
rt quando pra consciencia humana durante resto ano voces nao tem ai hj vem chorume,rt quand pra conscienc human durant rest ano voc nao tem ai hj vem chorum,rt quando pra consciencia humano durante resto ano voce nao ter ai hj vir chorume,0
porra programa racista esse esquenta so tem negros nao tem dedicado loiras sou discriminada,porr program racist esse esquent so tem negr nao tem dedic loir sou discrimin,porrar programa racistar esse esquentar so ter negro nao ter dedicar loira ser discriminar,1
feliz dia internacional kiridinhas,feliz dia internacional kiridinh,feliz dia internacional kiridinha,0
quando for presidente desse pais darei passagens p bichas todas irem pra argentina serem governadas pelo lindosqn mauricio macri,quand for president dess pais dar passagens p bich tod irem pra argentin ser govern pel lindosqn maurici macr,quando ir presidente de esse pai darei passagem p bicha todo ir pra argentina ser governadas por o lindosqn Mauricio macri,0
rt nao for bonita ele nao estupra nao merece elas ficam muito tristes imaginando esse varao nu,rt nao for bonit ele nao estupr nao merec elas fic muit trist imagin esse vara nu,rt nao ser bonito ele nao estupra nao merecer ele ficar muito triste imaginar esse varao nu,1
bolsomito kiridinha eu mesmo nao acredito isso ainda ocorra disse deputado sobre desigualdade salarial entre homens mulheres,bolsomit kiridinh eu mesm nao acredit isso aind ocorr diss deput sobr desigualdad salarial entre homens mulh,bolsomito Kiridinha eu mesmo nao acreditar isso ainda ocorrer dizer deputado sobre desigualdade salarial entre homem mulher,1
aeciomaiscitadoque bolsonaro discussao sobre idiotas homofobia d,aeciomaiscitadoqu bolsonar discussa sobr idiot homofob d,aeciomaiscitadocar bolsonaro discussao sobre idiota homofobia d,0
vem kiridam marco feliciano articula candidato vice bolsonaro,vem kirid marc felician articul candidat vic bolsonar,vir kiridar marco feliciano articular candidato vice bolsonaro,0
quem sera vice oh duvida cruel,quem ser vic oh duv cruel,quem serar vice oh duvidar cruel,0
minha entrevista kiridissima dando falar,minh entrev kiridissim dand fal,meu entrevista kiridissimo dar falar,0
noticia velha mas preconceito sempre presente,notic velh mas preconceit sempr present,noticia velho mas preconceito sempre presente,0
rt paulista parada sentido consolacao protestos contra lula la,rt paulist par sent consolaca protest contr lul la,rt paulista parada sentido consolacaor protesto contra Lula La,0
nao conheco proposta lei mas veio bolsonaro eu apoio,nao conhec propost lei mas vei bolsonar eu apoi,nao conheco proposta lei mas vir bolsonaro eu apoio,0
rt vc trabalha empresa inflaveis ano mais lucrativo estranho historia dessa industria,rt vc trabalh empres inflav ano mais lucrat estranh histor dess industr,rt vc trabalhar empresa inflavel ano mais lucrativo estranho historia de esse industria,0
vcs chamam bolsonaro homofobico machista fascista pq nao pode chamar corrupto,vcs cham bolsonar homofob machist fascist pq nao pod cham corrupt,vcsr chamar bolsonaro homofobico machista fascista pq nao poder chamar corrupto,0
eu nao defendo bandido isso sou favor impeachment pro temer entrar cunha vice,eu nao def band isso sou favor impeachment pro tem entrar cunh vic,eu nao defender bander isso ser favor impeachment pro temer entrar Cunha vice,0
mas pq vc quer impeachment fora pt mas dilma sair entra temer cunha vice fodase fora pt,mas pq vc quer impeachment for pt mas dilm sair entra tem cunh vic fodas for pt,mas pq vc querer impeachment fora pt mas dilmar sair entrar temer cunha vice fodase fora pt,0
resolver situacao brasil investigar presidente camara investigar helicoptero cocaina x fora dilma,resolv situaca brasil investig president cam investig helicopter cocain x for dilm,resolver situacao Brasil investigar presidente camar investigar helicoptero cocaina x fora dilmar,0
pmdb sempre esteve ao lado democracia,pmdb sempr estev ao lad democrac,pmdb sempre estar a o lado democracia,0
nao existe nenhuma prova contra dilma mesmo assim ela processo impeachment beijao deus te ama,nao exist nenhum prov contr dilm mesm assim ela process impeachment beija deus te ama,nao existir nenhum prova contra dilma mesmo assim ela processo impeachment beijao Deus te amar,0
quando dilma cai pra eu poder viajar pra miami nv,quand dilm cai pra eu pod viaj pra miam nv,quando dilmar cair pra eu poder viajar pra miami nv,0
pt satanas lembremse sempre,pt satan lembrems sempr,pt satanas lembremse sempre,0
parabens presidente eduardo cunha,parabens president eduard cunh,parabem presidente eduardo cunhar,0
brasil acima tudo deus acima todos amem,brasil acim tud deus acim tod amem,Brasil acima tudo deusr acima todo amem,0
bolsonaro nao parabenizou cunha vdd gente isso culpa edicao video,bolsonar nao parabeniz cunh vdd gent isso culp edica vid,Bolsonaro naoer parabenizar Cunha vdd gente isso culpa edicao video,0
bandido bom bandido morto menos cunha ele ta nosso lado,band bom band mort men cunh ele ta noss lad,bander bom bandido matar menos cunhar ele ta nosso lado,1
nao trabalho nomes,nao trabalh nom,nao trabalho nome,0
pelo fim corrupcao eu voto sim,pel fim corrupca eu vot sim,por o fim corrupcao eu votar sim,0
rt pelo fim corrupcao outros continuidade voto sim,rt pel fim corrupca outr continu vot sim,rt por o fim corrupcao outro continuidade votar sim,0
agora dilma vai sair quem assume aecio ne,agor dilm vai sair quem assum aeci ne,agora dilmar ir sair quem assumir aecio ne,0
muito amor,muit amor,muito amor,0
fosse mito cuspindo jean seria homofobia ne,foss mit cusp jean ser homofob ne,ser mito cuspir Jean ser homofobio ne,0
bandido bom eh bandido morto viva cunhaa,band bom eh band mort viv cunha,bander bom eh bandido matar vivo cunhaa,1
homenagear torturador pode chamar outro deputado viado boiola queima rosca claro pode cuspir mito nunca,homenag tortur pod cham outr deput viad boiol queim rosc clar pod cusp mit nunc,homenagear torturador poder chamar outro deputado viar boiola queima rosco claro poder cuspir mito nunca,1
nenhuma ditadura boa mas pelo menos militares livraram brasil possivel cubanizacao,nenhum ditadur boa mas pel men milit livr brasil possivel cubanizaca,nenhum ditadura bom mas por o menos militar livrar Brasil possivel cubanizacao,0
pelo menos ditadura melhorou economia agora nao posso nem ir pra miami primeira classe,pel men ditadur melhor econom agor nao poss nem ir pra miam primeir class,por o menos ditadura melhorar economia agora nao poder nem ir pra miami primeiro classe,0
culpa brasil estar jeito ta unica exclusivamente dilma,culp brasil estar jeit ta unic exclus dilm,culpa Brasil estar jeito ta unicar exclusivamente dilmar,0
acho engracado vcs falam mal ustra mas idolatram che,acho engrac vcs fal mal ustra mas idolatr che,achar engracar vcs falar mal ustra mas idolatr che,0
esse tal golpe ai nem racismo ta olhos quem ve,esse tal golp ai nem racism ta olhos quem ve,esse tal golpe ai nem racismo ta olhos quem ve,0
eduardo bolsonaro nao cuspiu jean isso tudo truque video manipulados,eduard bolsonar nao cusp jean isso tud truqu vid manipul,eduardo Bolsonaro nao cuspiu Jean isso tudo truque video manipular,0
rt eu to mijando rir desses tweets kfhskfjhrksbfkehdkr melhor pagina,rt eu to mij rir dess tweets kfhskfjhrksbfkehdkr melhor pagin,rt eu to mijar rir de esse tweet kfhskfjhrksbfkehdkr bom pagina,0
legalizar maconha ai filho comeca fumar essa merda daqui pouco ta crackolandia copinho guaravita,legaliz maconh ai filh comec fum essa merd daqu pouc ta crackoland copinh guaravit,legalizar maconha ai filho comeca fumar esse merda de aqui pouco ta crackolandia copinho guaravita,0
diz ditado vira homem,diz dit vir hom,dizer ditar vira homem,1
aqui barzinho barra elite opressora bjs boa noite,aqu barzinh barr elit opressor bjs boa noit,aqui barzinho barra elite opressoro bjs bom noite,0
eae vagabundo mamador teta dilma,eae vagabund mamador tet dilm,eae vagabur mamador teto dilmar,0
vai sabado recheado capitalismo,vai sab rech capital,ir sabar rechear capitalismo,0
esquerda nao tentar dominar mundo,esquerd nao tent domin mund,esquerdo nao tentar dominar mundo,0
curtindo otimo domingot capitalismo me proporciona,curt otim domingot capital me proporcion,curtir otimo domingot capitalismo eu proporcionar,0
reclama temer corrupto mas hora votar dilma ele vice nem ligou ne,reclam tem corrupt mas hor vot dilm ele vic nem lig ne,reclamar temer corrupto mas hora votar dilmar ele vice nem ligar ne,0
nao vem me culpar agora nao tenho nada ver isso votei aecio,nao vem me culp agor nao tenh nad ver isso vot aeci,nao vir eu culpar agora nao ter nada ver isso votar aecio,0
politica religiao sucesso,polit religia sucess,politico religiao sucesso,0
meritocracia existe racismo nao existe since,meritocrac exist racism nao exist sinc,meritocracia existir racismo nao existir sincer,1
ustra nao pode homenagear che pode homenagear,ustra nao pod homenag che pod homenag,ustrar nao poder homenagear che poder homenagear,0
claro vc pode ir pro bm junior sarra nha ein filhao maria ta achando vai aonde sair depois h quer estuprada rua,clar vc pod ir pro bm junior sarr nha ein filha mar ta achand vai aond sair depo h quer estupr rua,claro vc poder ir pro bm junior sarra em he ein filhao Maria ta achar ir aonde sair depois h querer estuprar rua,1
