clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
rt candidatura realmente diferenciadora,rt candidatur realment diferenc,rt candidatura realmente diferenciador,0
rt ja respeitados podemos voltar selo renovar portugal nao missao obrigacao juntos vamo,rt ja respeit pod volt sel renov portugal nao missa obrigaca junt vam,rt ja respeitar poder voltar selo renovar Portugal naoer missao obrigacao junto vamo,0
sopram ventos mudanca pnr congratulase discurso,sopr vent mudanc pnr congratulas discurs,soprar vento mudanca pnr congratulase discurso,0
sportinguistas minutos festejar trofeu epoca eliminacao benfica prova ganhar,sportingu minut festej trof epoc eliminaca benfic prov ganh,sportinguista minuto festejar trofeu epocar eliminacao benfico prova ganhar,0
merecemos perder parabens moreirense feira volta campeonato chegue rapido,merec perd parabens moreirens feir volt campeonat cheg rap,merecemos perder parabem moreirense feira voltar campeonato chegar rapir,0
intoxicacao mariquice mental ditadura relativismo anulam valores enfraquecem vontades sao,intoxicaca mariquic mental ditadur relativ anul valor enfraquec vontad sao,intoxicacao mariquice mental ditadurar relativismo anular valor enfraquecer vontade sao,1
defender interesses americanos chama bullying piada,defend inter american cham bullying piad,defender interesse americano chamar bullying piar,0
pensar trump,pens trump,pensar trump,0
custo sobretudo social invasao imigrante nao interessa,cust sobretud social invasa imigr nao interess,cur sobretudo social invasao imigrante nao interessar,1
aprecio humor,apreci humor,aprecio humor,0
aprecio humor calma nao abuses vontade,apreci humor calm nao abus vontad,aprecio humor calmo nao abuse vontade,0
renovarportugal urge desparasitar classe politica dirigente arvores podres so dao frutos podres pnr,renovarportugal urge desparasit class polit dirigent arvor podr so dao frut podr pnr,renovarportugal urgir desparasitar classe politico dirigente arvor podre so dao fruto podre pnr,0
urgente reconquistarlisboa,urgent reconquistarlisbo,urgente reconquistarlisboa,0
limites prepotencia carteldacomunicacaosocial censura arbitraria discriminacao,limit prepotenc carteldacomunicacaosocial censur arbitr discriminaca,limite prepotencia carteldacomunicacaosocial censura arbitrar discriminacao,0
gracas imigracao desgraca invadidos culpa principal governantes,grac imigraca desgrac invad culp principal govern,graca imigracao desgraco invadir culpa principal governante,0
dimitrov exibicao vida nadal meiafinal open australia maravilha,dimitrov exibica vid nadal meiafinal open austral maravilh,dimitrov exibicao vida nadal meiafinal Open australia maravilha,0
comecar,comec,comecar,0
homem perder emprego cara deu opiniao facebook adivinha moral,hom perd empreg car deu opinia facebook adivinh moral,homem perder emprego carar dar opiniao facebook adivinhar moral,0
cp recrutar revisores requisitos falar espanhol importante contratar pessoas saibam crioulo,cp recrut revisor requisit fal espanhol import contrat pesso saib crioul,cp recrutar revisor requisito falar espanhol importante contratar pessoa saibam crioulo,0
rt pensa alguem cu mao,rt pens algu cu mao,elrt pensar alguir cu mao,0
golpista serve pra,golpist serv pra,golpista servir pra,0
privatizar universidades so doutrinador marxista q queria vaguinha ufrj queria,privatiz univers so doutrin marxist q quer vaguinh ufrj quer,privatizar universidade so doutrinador marxista q querer vaguinho ufrj querer,0
ei funcionario vcs comentarios homofobico rede social gostaria po,ei funcionari vcs comentari homofob red social gost po,ei funcionario vcser comentario homofobico rede social gostar po,0
gostaria concorda postura interesse manter funcionarios agregam ima,gost concord postur inter mant funcionari agreg ima,gostar concordo postura interesse manter funcionario agregar ima,0
nao meto nisso,nao met niss,nao meto em isso,0
licao lealdade amizade incondicional arrepiante,lica lealdad amizad incondicional arrepi,licao lealdader amizade incondicional arrepiante,0
ocidente suicidase governantes sao primeiros culpados portugal nao excepcao,ocident suicidas govern sao primeir culp portugal nao excepca,ocidente suicidaser governante sao primeiro culpado Portugal nao excepcao,0
la ja dorme trump entao direitos humanos americanos soberania nacional,la ja dorm trump enta direit human american soberan nacional,la ja dorme trump entao direito humano americano soberania nacional,0
maria vieira livre pensa cabeca ana bola produto lixo emprego forca,mar vieir livr pens cabec ana bol produt lix empreg forc,Maria vieiro livre pensar cabeca ano bola produto lixo emprego forca,0
ja pro isis,ja pro isis,ja pro isi,0
federer enorme rei voltou,feder enorm rei volt,federer enorme rei voltar,0
precisamente coragem papas lingua forcatrump,precis corag pap lingu forcatrump,precisamente coragem papa lingua forcatrump,0
barcelona empatou campo betis golo nao sido validado obvio aculpaedobenfica,barcelon empat camp bet gol nao sid valid obvi aculpaedobenf,Barcelona empatar campo betis golo nao ser validar obvio aculpaedobenficar,0
crescer continuaremos pnr,cresc continu pnr,crescer continuare pnr,0
sao tantas pesssoas ate tres s claro sao tolerantes democratas forcatrump,sao tant pessso ate tres s clar sao toler democrat forcatrump,sao tanto pesssoa ate tr s claro sao tolerante democrata forcatrump,0
ha aceitar mudancas certo,ha aceit mudanc cert,ha aceitar mudanco certo,0
jovens opositores ha distinga humor ofensa ordinaria passo ha conversa civilizada,jovens opositor ha disting humor ofens ordin pass ha convers civiliz,jovem opositor ha distingo humor ofensar ordinario passo ha conversa civilizar,0
ahahahahah media sao vergonha manipuladores tendenciosos continua pensar trump livra,ahahahahah med sao vergonh manipul tendenc continu pens trump livr,ahahahahahr media sao vergonha manipulador tendencioso continuar pensar trump livrr,0
nacao casa correcto casas portas nao verdade entao forcatrump,naca cas correct cas port nao verdad enta forcatrump,nacao casa correcto casa porta nao verdade entao forcatrump,0
solucao ovni,soluca ovni,solucaar ovni,0
solucao arranje ovni,soluca arranj ovni,solucao arranje ovni,0
meninas cheguemse frente merece ja hipotese dia popular alvalade dia,menin cheguems frent merec ja hipotes dia popul alvalad dia,meninas cheguemse frente merecer ja hipotese dia popular Alvalade dia,0
concurso miss respeito mulher propria mulher mulherobjecto futilidade pura,concurs miss respeit mulh propr mulh mulherobject futil pur,concurso miss respeito mulher proprio mulher Mulherobjecto futilidade puro,0
fizesteme sentir especialfizesteme pensar talafinal ummagoasteme,fizestem sent especialfizestem pens talafinal ummagoastem,fizestemer sentir especialfizestemer pensar talafinal ummagoasteme,0
avo morreu ha anos consegue mexida emocionante taca liga tacactt,avo morr ha anos conseg mex emocion tac lig tacactt,avo morrer ha ano conseguir mexida emocionante tacar liga Tacactt,0
juntar assustava fogo artificio,junt assust fog artifici,juntar assustar fogo artificio,0
vi imprensa nacional tao descarada parcial virou torcida arquibancada patetico alias democratica,vi imprens nacional tao descar parcial vir torc arquibanc patet ali democrat,ver imprensa nacional tao descarar parcial virar torcida arquibancar patetico alia democratico,0
podence geraldes voltar amanha sporting acho balneario precisa jogadores saibam ganhar titulos,podenc gerald volt amanh sporting acho balneari precis jogador saib ganh titul,podencer geralde voltar amanho Sporting achar balneario precisar jogador saber ganhar titulo,0
perfeito absurdo lisboa atractiva animada turistas especuladores inacessivel costas voltadas,perfeit absurd lisbo atract anim turist especul inacessivel cost volt,perfeito absurdo Lisboa atractiva animar turista especulador inacessivel costa voltar,0
afinal constituicao republica feita senhores serve violada,afinal constituica republ feit senhor serv viol,afinal constituicao republico fazer senhor servir violar,0
senhora completamente obcecada trump havera alguma explicacao freudiana forcatrump,senhor complet obcec trump hav algum explicaca freudian forcatrump,senhor completamente obcecar trump haverar algum explicacao freudiano forcatrump,0
homenagem merece pintura autoria salazar,homenag merec pintur autor salaz,homenagem merecer pintura autorio salazar,0
nao so defeitos,nao so defeit,nao so defeito,0
mau irmao,mau irma,mau irmao,0
aguarela anos salazar,aguarel anos salaz,aguarela ano salazar,0
arranque dooverdose touretteon the road prestes acontecer fevfigueira foz info reservas,arranqu dooverdos touretteon the road prest acontec fevfigueir foz info reserv,arranque dooverdose touretteon the road prestes acontecer fevfigueiro Foz info reserva,0
lisboa bela cidade presidencia camara vou candidatar,lisbo bel cidad presidenc cam vou candidat,Lisboa belo cidade presidencia camar ir candidatar,0
nao devemos comer ovos comer aborto nojento viu ambiente discoteca manha,nao dev com ovos com abort nojent viu ambient discotec manh,nao dever comer ovo comer aborto nojento ver ambiente discotecar manha,0
dinheiro gasto pilhado dirigentes podendo devendo aplicado investigacao cientifica som,dinheir gast pilh dirigent pod dev aplic investigaca cientif som,dinheiro gastar pilhar dirigente poder dever aplicar investigacao cientifico som,0
daqui abranda histeria torno trump sera alvo media forca,daqu abrand hist torn trump ser alvo med forc,de aqui abrandar hister torno trump serar alvo media forca,0
bora benfica acorda caralho,bor benfic acord caralh,bor Benfica acordar Caralho,0
bataguas tambem joana,batagu tamb joan,bataguas tamber joano,0
va la hoje programa pros contras eutanasia nao habitualmente prosepros ate interessante,va la hoj program pros contr eutanas nao habitual prosepr ate interess,va la hoje programa pro contra eutanasiar nao habitualmente prosepro ate interessante,0
somar aspectos positivos pensa linha partidos nacionalistas europeus excelente,som aspect posit pens linh part nacional europeus excelent,somar aspecto positivo pensar linha partido nacionalista europeu excelente,0
blocoesquerda pontadelanca cultura morte legalizar eutanasia mim defendo vida dignidade,blocoesquerd pontadelanc cultur mort legaliz eutanas mim def vid dignidad,blocoesquerdar pontadelanca cultura morte legalizar eutanasia eu defer vidar dignidader,0
nao gostam nao comam facam viagem forcatrump,nao gost nao com fac viag forcatrump,nao gostar nao comar facar viagem forcatrump,0
variar politica diptico acrilico velas praia,vari polit diptic acril vel pra,variar politica diptico acrilico vela praia,0
continuar encolher ombros mudar apoiar pnr,continu encolh ombros mud apoi pnr,continuar encolher ombro mudar apoiar pnr,0
imprensa populacao esquerdista mostram quao democraticos sao sequer deixar trump comecar trabalhar,imprens populaca esquerd mostr qua democrat sao sequ deix trump comec trabalh,imprensa populacaor esquerdista mostrar quao democratico sao sequer deixar trump comecar trabalhar,0
sonho liberdade expressao exercicio democracia china cuba conservador presidencia jamais,sonh liberdad expressa exercici democrac chin cub conserv presidenc jam,sonho liberdade expressao exercicio democracia China cuba conservador presidencia jamais,0
acontece hoje h popular alvalade lisboa bilhetes esgotar aparecam reservas re,acontec hoj h popul alvalad lisbo bilhet esgot aparec reserv re,acontecer hoje h popular Alvalade Lisboa Bilhetes esgotar aparecar reserva re,0
nao devia boiar condicoes,nao dev boi condico,nao dever boiar condicoe,0
dias absurdo total ja imprensa prefere carinha nojo trump,dias absurd total ja imprens prefer carinh noj trump,dia absurdo total ja imprensa preferir carinha nojo trump,0
hahahaha deixa comigo d,hahahah deix comig d,hahahaha deixar comigo d,0
imagine vivendo regime comunista,imagin viv regim comun,imagine viver regime comunista,0
comunista hipocrisia sao sinonimos,comun hipocris sao sinon,comunista hipocrisio sao sinoni,0
comunista odeia pm fala capitalismo segurando iphone celular roubado parar dp pm entender,comun ode pm fal capital segur iphon celul roub par dp pm entend,comunistar odeia pm falar capitalismo segurar iphone celular roubar parar dp pm entender,0
geracao atual jovens foder acabou mete ditador socialista pais pra metade fuzilado papo,geraca atual jovens fod acab met ditador social pais pra metad fuzil pap,geracao atual jovem foder acabar meter ditador socialista pai pra metade fuzilar papo,1
so sofrendo pele cobra turma sentir real socialismocomunismo nao cabeca anta,so sofr pel cobr turm sent real socialismocomun nao cabec anta,so sofrer pele cobro turma sentir real socialismocomunismo nao cabeca antar,1
produtora iraniana nao noticia q p mulher jogar boeing p,produtor iranian nao notic q p mulh jog boeing p,produtor iraniano nao noticio q p mulher jogar boeing p,1
