id,title,fake_news,clean_title,stemmed_title,lemmatized_title
1023,General Villas Bôas anuncia intervenção militar e convoca povo do Brasil,1,general villas bas anuncia interveno militar convoca povo brasil,gener villa ba anuncia interveno militar convoca povo brasil,general villa ba anuncia interveno militar convoca povo brasil
1024,Médico do SUS faz alerta de surto absurdo de conjuntivite viral nível 3,1,mdico sus faz alerta surto absurdo conjuntivite viral nvel,mdico su faz alerta surto absurdo conjuntivit viral nvel,mdico sus faz alerta surto absurdo conjuntivite viral nvel
1025,Juiz Sergio Moro manda carta pública para o povo brasileiro,1,juiz sergio moro manda carta pblica povo brasileiro,juiz sergio moro manda carta pblica povo brasileiro,juiz sergio moro manda carta pblica povo brasileiro
1027,Clamor: 94% da sociedade brasileira quer intervenção militar,1,clamor sociedade brasileira quer interveno militar,clamor sociedad brasileira quer interveno militar,clamor sociedade brasileira quer interveno militar
1029,"Nova etapa da Lava Jato pode banir PT, PMDB e PP da política brasileira",1,nova etapa lava jato pode banir pt pmdb pp poltica brasileira,nova etapa lava jato pode banir pt pmdb pp poltica brasileira,nova etapa lava jato pode banir pt pmdb pp poltica brasileira
1030,Fátima Bernardes faz surpresa e reforma casa da família de ladrão morto pela Mãe-PM,1,ftima bernardes faz surpresa reforma casa famlia ladro morto mepm,ftima bernard faz surpresa reforma casa famlia ladro morto mepm,ftima bernardes faz surpresa reforma casa famlia ladro morto mepm
1034,Cármen Lúcia e Raquel Dogde acabam de pedir prisão emediata sic de Gleisi Hoffmann!,1,crmen lcia raquel dogde acabam pedir priso emediata sic gleisi hoffmann,crmen lcia raquel dogd acabam pedir priso emediata sic gleisi hoffmann,crmen lcia raquel dogde acabam pedir priso emediata sic gleisi hoffmann
1038,Médico quebra o silêncio: A vacina contra a gripe é o que está causando um surto mortal de gripe,1,mdico quebra silncio vacina contra gripe est causando surto mortal gripe,mdico quebra silncio vacina contra gripe est causando surto mortal gripe,mdico quebra silncio vacina contra gripe est causando surto mortal gripe
1043,Bebê nasce com 18 kg e bate o recorde de maior bebê do mundo,1,beb nasce kg bate recorde maior beb mundo,beb nasc kg bate record maior beb mundo,beb nasce kg bate recorde maior beb mundo
1046,Primeiras fotos da Terra enviadas pela missão espacial Chadrayan2 da India,1,primeiras fotos terra enviadas misso espacial chadrayan india,primeira foto terra enviada misso espaci chadrayan india,primeiras fotos terra enviadas misso espacial chadrayan india
1065,"A cidade Shantou, com uma população de mais de cinco milhões de pessoas, fecha suas fronteiras e entra em confinamento. As pessoas de #Wuhan estão literalmente caindo por toda a cidade, como algo saído de um filme de terror",1,cidade shantou populao cinco milhes pessoas fecha fronteiras entra confinamento pessoas wuhan esto literalmente caindo toda cidade algo sado filme terror,cidad shantou populao cinco milh pessoa fecha fronteira entra confinamento pessoa wuhan esto literalment caindo toda cidad algo sado film terror,cidade shantou populao cinco milhes pessoas fecha fronteiras entra confinamento pessoas wuhan esto literalmente caindo toda cidade algo sado filme terror
1068,"Boletim do Departamento de Saúde do Canadá: informe suas famílias, parentes e amigos.",1,boletim departamento sade canad informe famlias parentes amigos,boletim departamento sade canad inform famlia parent amigo,boletim departamento sade canad informe famlias parentes amigo
1071,"O Ministério da Saúde através da Agência Nacional de Vigilância Sanitária, suspendeu por meio da Resolução 96, a fabricação, distribuição, manipulação, comercialização e armazenagem de medicamentos com o princípio ativo denominado FENILPROPALAMINA. A medida foi tomada depois que a &#39;Food and Drug Administration&#39;, FDA, dos Estados Unidos, constatou que a substância vinha provocando adversos FATAIS em usuários americanos hemorragia cerebral. No Brasil a suspensão é preventiva, uma vez que não existem casos relatados. A FENILPROPALAMINA está presente em 22 medicamentos, especialmente nos anti-gripais.",1,ministrio sade atravs agncia nacional vigilncia sanitria suspendeu meio resoluo fabricao distribuio manipulao comercializao armazenagem medicamentos princpio ativo denominado fenilpropalamina medida tomada food and drug administration fda estados unidos constatou substncia vinha provocando adversos fatais usurios americanos hemorragia cerebral brasil suspenso preventiva vez existem casos relatados fenilpropalamina est presente medicamentos especialmente antigripais,ministrio sade atrav agncia nacion vigilncia sanitria suspendeu meio resoluo fabricao distribuio manipulao comercializao armazenagem medicamento princpio ativo denominado fenilpropalamina medida tomada food and drug administr fda estado unido constat substncia vinha provocando adverso fatai usurio americano hemorragia cerebr brasil suspenso preventiva vez existem caso relatado fenilpropalamina est present medicamento especialment antigripai,ministrio sade atravs agncia nacional vigilncia sanitria suspendeu meio resoluo fabricao distribuio manipulao comercializao armazenagem medicamentos princpio ativo denominado fenilpropalamina medida tomada food and drug administration fda estados unidos constatou substncia vinha provocando adversos fatais usurios americanos hemorragia cerebral brasil suspenso preventiva vez existem casos relatados fenilpropalamina est presente medicamentos especialmente antigripais
1079,"*BOLSA ESCOLA 2020:* Quem tem Bolsa Família o Governo Federal está dando um *bônus de até R$350,00* para comprar material escolar 2020.",1,bolsa escola bolsa famlia governo federal est dando bnus at r comprar material escolar,bolsa escola bolsa famlia governo feder est dando bnu at r comprar materi escolar,bolsa escola bolsa famlia governo federal est dando bnus at r comprar material escolar
1080,"Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião carregado de drogas armas e grana, braço direito de lula nas invasões de terra. Direitos Humanos e agora. SE A GLOBO NAO MOSTRA A GENTE DIVULGA E VIRALIZA.",1,bruno maranho lderes fortes mst preso avio carregado drogas armas grana brao direito lula invases terra direitos humanos agora globo nao mostra gente divulga viraliza,bruno maranho ldere fort mst preso avio carregado droga arma grana brao direito lula invas terra direito humano agora globo nao mostra gent divulga viraliza,bruno maranho lderes fortes mst preso avio carregado drogas armas grana brao direito lula invases terra direitos humanos agora globo nao mostra gente divulga viraliza
1084,Lula pretende se tornar PASTOR e construir uma das maiores catedrais do Brasil.,1,lula pretende tornar pastor construir maiores catedrais brasil,lula pretend tornar pastor construir maior catedrai brasil,lula pretende tornar pastor construir maiores catedrais brasil
1090,"O IPTU e o IPVA são duas indecências que só existem no Brasil. Você compra sua casa e seu carro, depois você tem que pagar um imposto para que o Estado te conceda o direito de possuir sua propriedade que J é sua porque você já pagou por ela Lamentável que o congresso não tenha aprovado a extinção dessa máquina de dinheiro",1,iptu ipva so duas indecncias s existem brasil voc compra casa carro voc pagar imposto estado conceda direito possuir propriedade j porque voc j pagou lamentvel congresso aprovado extino dessa mquina dinheiro,iptu ipva so dua indecncia s existem brasil voc compra casa carro voc pagar imposto estado conceda direito possuir propriedad j porqu voc j pagou lamentvel congresso aprovado extino dessa mquina dinheiro,iptu ipva so duas indecncias s existem brasil voc compra casa carro voc pagar imposto estado conceda direito possuir propriedade j porque voc j pagou lamentvel congresso aprovado extino dessa mquina dinheiro
1099,"O Papa não fará o Lula ser mais respeitado, mas o Lula fará o Papa perder o respeito. Donald Trump",1,papa far lula respeitado lula far papa perder respeito donald trump,papa far lula respeitado lula far papa perder respeito donald trump,papa far lula respeitado lula far papa perder respeito donald trump
1100,Como lamber sanitários se tornou um símbolo de resistência contra Bolsonaro e o fascismo,1,lamber sanitrios tornou smbolo resistncia contra bolsonaro fascismo,lamber sanitrio tornou smbolo resistncia contra bolsonaro fascismo,lamber sanitrios tornou smbolo resistncia contra bolsonaro fascismo
1104,"Não caiam na nova jogada suja da esquerda. Pegaram um vídeo antigo no YouTube do então Deputado federal BOLSONARO, onde ele pede para que a população compareça às manifestações do dia 15 de março. Só que essas manifestações eram sobre o impeachment da Dilma.",1,caiam nova jogada suja esquerda pegaram vdeo antigo youtube ento deputado federal bolsonaro onde pede populao comparea s manifestaes dia maro s manifestaes sobre impeachment dilma,caiam nova jogada suja esquerda pegaram vdeo antigo youtub ento deputado feder bolsonaro ond pede populao comparea s manifesta dia maro s manifesta sobr impeach dilma,caiam nova jogada suja esquerda pegaram vdeo antigo youtube ento deputado federal bolsonaro onde pede populao comparea s manifestaes dia maro s manifestaes sobre impeachment dilma
1110,"Se você está com Dengue preste atenção: de acordo com um estudo realizado pela UFMG, o suco feito de inhame carazinho corta os efeitos da Dengue em apenas 4 horas",1,voc est dengue preste ateno acordo estudo realizado ufmg suco feito inhame carazinho corta efeitos dengue apenas horas,voc est dengu prest ateno acordo estudo realizado ufmg suco feito inham carazinho corta efeito dengu apena hora,voc est dengue preste ateno acordo estudo realizado ufmg suco feito inhame carazinho corta efeitos dengue apenas horas
1114,Atores da Globo e da Record convocam a população para ir às ruas no dia 15.,1,atores globo record convocam populao ir s ruas dia,ator globo record convocam populao ir s rua dia,atores globo record convocam populao ir s ruas dia
1119,Padre Luís Fernando é aplaudido de pé após se posicionar sobre as manifestações do dia 15 Mar. Nem a Igreja aguenta mais!!!! Avança BRASIL!!!!,1,padre lus fernando aplaudido p aps posicionar sobre manifestaes dia mar igreja aguenta avana brasil,padr lu fernando aplaudido p ap posicionar sobr manifesta dia mar igreja aguenta avana brasil,padre lu fernando aplaudido p aps posicionar sobre manifestaes dia mar igreja aguenta avana brasil
1121,Mais uma vez os Simpsons prevendo o futuro!! - Ao 1993 temporada 4 capítulo 21 - Corona virus,1,vez simpsons prevendo futuro temporada captulo corona virus,vez simpson prevendo futuro temporada captulo corona viru,vez simpson prevendo futuro temporada captulo corona virus
1131,"Boas notícias! Vacina contra o vírus Carona pronta. Capaz de curar o paciente dentro de 3 horas após a injeção. Tiremos o chapéu para os cientistas dos EUA. No momento, Trump anunciou que a Roche Medical Company lançará a vacina no próximo domingo e milhões de doses estão prontas!",1,boas notcias vacina contra vrus carona pronta capaz curar paciente dentro horas aps injeo tiremos chapu cientistas eua momento trump anunciou roche medical company lanar vacina prximo domingo milhes doses esto prontas,boa notcia vacina contra vru carona pronta capaz curar pacient dentro hora ap injeo tiremo chapu cientista eua momento trump anunci roch medic compani lanar vacina prximo domingo milh dose esto pronta,boa notcias vacina contra vrus carona pronta capaz curar paciente dentro horas aps injeo tiremos chapu cientistas eua momento trump anunciou roche medical company lanar vacina prximo domingo milhes dos esto prontas
1132,Governo Federal iniciou o cadastramento do Auxílio Cidadão que dá uma ajuda mensal no valor de R$ 200 para trabalhadores autônomos e pessoas de baixa renda para ajudar a combater CORONAVRUS. Confira se você tem direito ao benefício...,1,governo federal iniciou cadastramento auxlio cidado d ajuda mensal valor r trabalhadores autnomos pessoas baixa renda ajudar combater coronavrus confira voc direito benefcio,governo feder inici cadastramento auxlio cidado d ajuda mensal valor r trabalhador autnomo pessoa baixa renda ajudar combat coronavru confira voc direito benefcio,governo federal iniciou cadastramento auxlio cidado d ajuda mensal valor r trabalhadores autnomos pessoas baixa renda ajudar combater coronavrus confira voc direito benefcio
