,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
994,995,"O que o governo federal apresentou foi a CPMF, e vamos discutir a CPMF.",Foi nos governos anteriores desses parlamentares que a CPMF foi criada.,2.25,0,"['governo', 'federal', 'apresentar', 'cpmf', 'ir', 'discutir', 'cpmf']","['governo', 'anterior', 'de esse', 'parlamentar', 'cpmf', 'criar']"
995,996,A CBF encomendou ao IBOPE uma pesquisa sobre a percepção do torcedor quanto ao Campeonato Brasileiro de 2015.,A CBF encomendou uma pesquisa ao Ibope sobre a avaliação dos torcedores sobre a edição do Brasileirão de 2015.,5.0,2,"['cbf', 'encomendar', 'ibope', 'pesquisa', 'sobre', 'percepção', 'torcedor', 'quanto', 'campeonato', 'brasileiro', '2015']","['cbf', 'encomendar', 'pesquisa', 'ibope', 'sobre', 'avaliação', 'torcedor', 'sobre', 'edição', 'brasileirão', '2015']"
996,997,"Isto representa um revés para o presidente Recep Tayyip Erdogan, que buscava ampliar seus poderes.",Erdogan serviu o país como primeiro-ministro até ser eleito Presidente em 2014.,2.75,0,"['representar', 'revés', 'presidente', 'recepr', 'tayyip', 'erdogan', 'buscar', 'ampliar', 'poder']","['erdogan', 'servir', 'país', 'primeiroministro', 'eleger', 'presidente', '2014']"
997,998,As duas companhias apareceram na Lava Jato no decorrer das investigações envolvendo o ex-deputado do PT André Vargas.,Justiça Federal condena ex-deputado federal do PT André Vargas na Lava Jato.,2.5,0,"['dois', 'companhia', 'aparecer', 'lava', 'jato', 'decorrer', 'investigação', 'envolver', 'exdeputar', 'pt', 'andré', 'varga']","['Justiça', 'federal', 'condenar', 'exdeputar', 'federal', 'pt', 'andré', 'Vargas', 'lavar', 'jato']"
998,999,O centroavante Alecsandro também não participou por estar com uma lesão na coxa esquerda.,Alecsandro sofreu lesão na coxa esquerda e ficará mais de um mês fora.,3.75,0,"['centroavante', 'alecsandro', 'participar', 'lesão', 'coxo', 'esquerdo']","['alecsandro', 'sofrer', 'lesão', 'coxo', 'esquerdo', 'ficar', 'mês']"
999,1000,É a segunda vez que Katy Perry vem para o Rock in Rio.,"Mais artistas que vão tocar no Rock in Rio passaram o som, nesta quarta-feira (16).",2.25,0,"['segundo', 'vez', 'Katy', 'perry', 'vir', 'rock', 'in', 'Rio']","['artista', 'ir', 'tocar', 'rock', 'in', 'rio', 'passar', 'som', 'em este', 'quartafeira', '16']"
1000,1001,"Com 9,52 homicídios dolosos a cada 100 mil pessoas, o número de assassinatos chegou a 292.","O índice de homicídios dolosos caiu para 9,52 ocorrências por 100 mil habitantes.",4.0,0,"['952', 'homicídio', 'doloso', 'cada', '100', 'mil', 'pessoa', 'número', 'assassinato', 'chegar', '292']","['índice', 'homicídio', 'doloso', 'cair', '952', 'ocorrência', '100', 'mil', 'habitante']"
1001,1002,Já o Paraguai tem o meio-campista Ortigoza como maior desfalque.,E o jogo aéreo é a principal arma do Paraguai.,3.0,0,"['paraguai', 'meiocampista', 'ortigoza', 'grande', 'desfalque']","['jogo', 'aéreo', 'principal', 'arma', 'paraguai']"
1002,1003,O Ministério da Educação aumentou o valor da taxa de inscrição para R$ 63.,O Ministério da Educação afirmou que o prazo não será prorrogado.,2.5,0,"['Ministério', 'Educação', 'aumentar', 'valor', 'taxa', 'inscrição', 'r', '63']","['Ministério', 'educação', 'afirmar', 'prazo', 'prorrogar']"
1003,1004,"Foram reservadas 13,5% das vagas para iniciativa.",A universidade destinará pouco menos de 14% de suas vagas à iniciativa.,3.25,0,"['reservar', '135', 'vaga', 'iniciativo']","['universidade', 'destinar', 'pouco', 'menos', '14', 'vaga', 'iniciativo']"
1004,1005,Duas pessoas ficaram gravemente feridas e foram levadas pelo helicóptero Arcanjo para o Hospital Governador Celso Ramos.,"Outras cinco pessoas ficaram feridas, entre elas um menino de 3 anos.",2.5,0,"['dois', 'pessoa', 'ficar', 'gravemente', 'ferir', 'levar', 'helicóptero', 'arcanjo', 'hospital', 'governador', 'celso', 'Ramos']","['outro', 'cinco', 'pessoa', 'ficar', 'ferida', 'menino', '3', 'ano']"
1005,1006,"No segundo e terceiro treino livres em Cingapura, a Mercedes acabou decepcionando os seus fãs.","O treino classificatório para o Grande Prêmio de Cingapura foi decepcionante para o britânico Lewis Hamilton, da Mercedes.",3.0,0,"['segundo', 'terceiro', 'treino', 'livre', 'cingapura', 'mercede', 'acabar', 'decepcionar', 'fã']","['treino', 'classificatório', 'grande', 'prêmio', 'cingapura', 'decepcionante', 'britânico', 'lewisr', 'hamilton', 'mercede']"
1006,1007,"No ataque, Luan é outro que volta ao time – estava com o grupo olímpico brasileiro.",Luan esteve fora para servir a Seleção Brasileira olímpica.,4.0,1,"['ataque', 'luan', 'outro', 'volta', 'time', 'grupo', 'olímpico', 'brasileiro']","['luan', 'servir', 'seleção', 'brasileiro', 'olímpico']"
1007,1008,"Nesta edição, 82 marcas estarão presentes na Cidade do Rock.","Nesta terça-feira (15), a Cidade do Rock passou pelos últimos testes antes do festival.",2.25,0,"['em este', 'edição', '82', 'marca', 'estar', 'presente', 'cidade', 'rock']","['em este', 'terçafeira', '15', 'cidade', 'rock', 'passar', 'último', 'teste', 'antes', 'festival']"
1008,1009,A defesa de Pizzolato insistia que os centros detenção no Brasil violavam os direitos humanos.,"A defesa de Pizzolato afirmava que, nas cadeias brasileiras, os direitos humanos eram violados.",5.0,2,"['defesa', 'pizzolato', 'insister', 'centro', 'detenção', 'Brasil', 'violar', 'direito', 'humano']","['defês', 'pizzolato', 'afirmar', 'cadeia', 'brasileiro', 'direito', 'humano', 'violar']"
1009,1010,Os comentários de Betty sobre mulheres gordas fizeram muitos internautas se revoltarem.,As declarações de Betty sobre mulheres gordas causaram revolta em internautas.,5.0,2,"['comentário', 'betty', 'sobre', 'mulher', 'gorda', 'fazer', 'muito', 'internauta', 'revoltarer']","['declaração', 'betty', 'sobre', 'mulher', 'gorda', 'causar', 'revolta', 'internauta']"
1010,1011,Eu tenho por preferência usá-lo lá na frente.,Prefiro usá-lo mais na frente.,5.0,2,"['preferência', 'usálo', 'lá', 'frente']","['prefiro', 'usálo', 'frente']"
1011,1012,"Um dos adolescentes joga o capacete em direção ao policial, que reage com disparos.",As imagens mostraram dois adolescentes de moto sendo perseguidos pelo policial.,3.25,0,"['adolescente', 'jogar', 'capacete', 'direção', 'policial', 'reage', 'disparo']","['imagem', 'mostrar', 'dois', 'adolescente', 'moto', 'ser', 'perseguir', 'policial']"
1012,1013,"O Apple Watch tradicional, que é de aço inoxidável, começa a ser vendido a R$ 4.599.","O relógio Apple Watch tradicional sobe de preço, para justificar a construção em aço inoxidável.",2.75,0,"['apple', 'Watch', 'tradicional', 'aço', 'inoxidável', 'começar', 'vender', 'r', '4599']","['relógio', 'Apple', 'Watch', 'tradicional', 'subir', 'preço', 'justificar', 'construção', 'aço', 'inoxidável']"
1013,1014,"Os modelos Sport, Watch e Edition aparecem na loja online por preços que começam em R$ 2.899.","O modelo mais caro, topo de linha, o Apple Watch Edition, custa R$ 135 mil.",2.5,0,"['modelo', 'sportr', 'Watch', 'edition', 'aparecer', 'loja', 'onlinar', 'preço', 'começar', 'r', '2899']","['modelo', 'caro', 'topo', 'linha', 'Apple', 'Watch', 'edition', 'custar', 'r', '135', 'mil']"
1014,1015,Pelo menos quatro ficaram feridos na queda de várias rochas.,Ao menos uma pessoa morreu e várias estão feridas.,2.75,0,"['pouco', 'quatro', 'ficar', 'ferir', 'queda', 'várias', 'rocha']","['menos', 'pessoa', 'morrer', 'várias', 'ferida']"
1015,1016,Tsarnaev foi encontrado escondido em um barco em um jardim após a morte de seu irmão.,Dzhokhar Tsarnaev foi formalmente condenado à morte por um juiz norte-americano.,2.25,0,"['tsarnaev', 'encontrar', 'esconder', 'barco', 'Jardim', 'após', 'morte', 'irmão']","['dzhokhar', 'tsarnaev', 'formalmente', 'condenar', 'morte', 'juiz', 'norteamericano']"
1016,1017,"Nos habeas corpus que apresentou, Thomaz aparece como morador da cidade de Campinas.",Esta não é a primeira solicitação de habeas corpus de Maurício Thomaz.,2.75,0,"['habea', 'corpus', 'apresentar', 'thomaz', 'aparecer', 'morador', 'cidade', 'campino']","['primeiro', 'solicitação', 'habeo', 'corpus', 'Maurício', 'thomaz']"
1017,1018,"Dos 743 casos no mesmo período do ano passado, 29,6%, ou 220, tiveram vítimas.","Do total de 2015, 25%, ou 140, tiveram vítimas.",2.5,0,"['743', 'caso', 'período', 'ano', 'passado', '296', '220', 'vítima']","['total', '2015', '25', '140', 'vítima']"
1018,1019,"Sem mudanças visuais por fora ou por dentro, o Ford Fiesta Sedan 2016 oferece novos pacotes, equipamentos e cores.",A Ford anunciou nesta semana a chegada da linha 2016 do New Fiesta Sedan.,2.25,0,"['mudança', 'visual', 'dentro', 'ford', 'fiesta', 'sedan', '2016', 'oferecer', 'novo', 'pacote', 'equipamento', 'cor']","['ford', 'anunciar', 'em este', 'semana', 'chegada', 'linho', '2016', 'New', 'fiesta', 'sedan']"
1019,1020,"Com esta regra, a poupança, hoje, não está sequer repondo a inflação.","Hoje, elas são a melhor associação entre rentabilidade e segurança.",1.5,0,"['regra', 'poupanço', 'hoje', 'sequer', 'repor', 'inflação']","['hoje', 'bom', 'Associação', 'rentabilidade', 'seguranço']"
1020,1021,No concurso 1.561 da Lotomania ninguém acertou as 20 dezenas e o prêmio acumulou para R$ 1 milhão.,"A Quina também acumulou e agora pode pagar R$ 4,2 milhões no próximo concurso.",3.0,0,"['concurso', '1561', 'lotomania', 'ninguém', 'acertar', '20', 'dezena', 'prêmio', 'acumular', 'r', '1', 'milhão']","['quina', 'acumular', 'agora', 'poder', 'pagar', 'r', '42', 'milhão', 'próximo', 'concurso']"
1021,1022,A proposta de lei foi encaminhada pelo governo e ainda precisa da apreciação no Senado.,"Depois de concluída a análise pelos deputados, ela ainda precisa passar pelo Senado.",3.25,0,"['proposta', 'lei', 'encaminhar', 'governo', 'ainda', 'precisar', 'apreciação', 'senar']","['concluir', 'análiser', 'deputado', 'ainda', 'precisar', 'passar', 'senar']"
1022,1023,"Fiz esse habeas corpus pedindo que não seja preso, simples.",O habeas corpus foi impetrado por um cidadão e não pelo próprio ex-presidente.,2.25,0,"['fiz', 'habea', 'corpus', 'pedir', 'prender', 'simples']","['habea', 'corpus', 'impetrar', 'cidadão', 'próprio', 'expresidente']"
1023,1024,"Entre os mais afetados são Novo Hamburgo, Taquara e Sarandi.",Novo Hamburgo também foi uma das cidades mais atingidas (867 famílias).,3.5,0,"['afetar', 'novo', 'hamburgo', 'taquarar', 'sarandi']","['novo', 'hamburgo', 'cidade', 'atingir', '867', 'família']"
1024,1025,A avaliação teve início às 13h e segue até as 18h.,"A prova teve início às 13h, no horário de Brasília.",3.75,1,"['avaliação', 'início', '13h', 'segar', '18h']","['provar', 'início', '13h', 'horário', 'brasílir']"
1025,1026,"Reduziu de 1,2% para 0,15% a meta de superávit primário deste ano.",Ministro da Fazenda explica redução da meta de superávit primário para este ano.,3.0,0,"['reduzir', '12', '015', 'meta', 'superávit', 'primário', 'de este', 'ano']","['ministro', 'fazenda', 'explicar', 'redução', 'meta', 'superávit', 'primário', 'ano']"
1026,1027,"Cristiano tinha 29 anos e vai ser velado nesta tarde no Centro Cultural Oscar Niemeyer, em Goiânia.","Cristiano Araújo tinha 29 anos, era natural de Goiânia e tinha dois filhos.",3.5,0,"['cristiano', '29', 'ano', 'ir', 'velar', 'em este', 'tarde', 'Centro', 'cultural', 'oscar', 'niemeyer', 'goiânia']","['cristiano', 'araújo', '29', 'ano', 'natural', 'goiâniar', 'dois', 'filho']"
1027,1028,A partida entre Grêmio e São Paulo vale pela 25ª rodada do Campeonato Brasileiro.,O Grêmio entra em campo pela 25ª rodada do Campeonato Brasileiro.,4.0,1,"['partida', 'grêmio', 'Paulo', 'valer', '25', 'rodada', 'campeonato', 'brasileiro']","['grêmio', 'entrar', 'Campo', '25', 'rodada', 'campeonato', 'brasileiro']"
1028,1029,"Segundo a Seds, a rebelião acontece em todo o presídio.",Todos os acessos ao presídio estão bloqueados e as negociações continuam.,2.75,0,"['segundo', 'seds', 'rebelião', 'acontecer', 'todo', 'presídio']","['todo', 'acesso', 'presídio', 'bloquear', 'negociação', 'continuar']"
1029,1030,"Os desenvolvimentos levaram à descoberta de mais seis cadáveres, escondidos pela casa.","No local, foram encontrados outros seis cadáveres.",4.0,1,"['desenvolvimento', 'levar', 'descobrir', 'seis', 'cadáver', 'esconder', 'casa']","['local', 'encontrar', 'outro', 'seis', 'cadáver']"
1030,1031,O cantor e a namorada estavam no banco de trás do veículo.,Do lado de fora uma multidão aguardava para se despedir do cantor.,3.25,0,"['cantor', 'namorar', 'banco', 'trás', 've eículo']","['lado', 'multidão', 'aguardar', 'despedir', 'cantor']"
1031,1032,"Galhardo e Marcelo Grohe, que foram substituídos contra o Atlético-PR, serão reavaliados pelo departamento médico.","Além de Marcelo Grohe, outro jogador que deverá ficar fora da partida contra o Palmeiras é Galhardo.",3.0,0,"['galhardo', 'Marcelo', 'grohe', 'substituír', 'contra', 'atléticopr', 'reavaliar', 'departamento', 'médico']","['além', 'Marcelo', 'grohe', 'outro', 'jogador', 'dever', 'ficar', 'partido', 'contra', 'palmeira', 'galhardo']"
1032,1033,O chaveamento indicava uma final provável entre ele e Filipe Toledo.,Filipe Toledo está na semifinal do Hurley Pro 2015.,2.0,0,"['chaveamento', 'indicar', 'final', 'provável', 'Filipe', 'toledo']","['Filipe', 'toledo', 'semifinal', 'hurley', 'pro', '2015']"
1033,1034,A corrente com o México somou US$ 534 bilhões no mesmo período.,A troca de produtos entre os dois países somou US$ 62 bilhões em 2014.,1.75,0,"['corrente', 'méxico', 'somar', 'us', '534', 'bilhão', 'período']","['troca', 'produto', 'dois', 'país', 'somar', 'us', '62', 'bilhão', '2014']"
1034,1035,A Globo confirmou o assalto e garantiu que ninguém foi ferido na ação.,"A emissora confirma o assalto, mas ressalta que ninguém saiu ferido.",4.0,1,"['globo', 'confirmar', 'assalto', 'garantir', 'ninguém', 'ferir', 'ação']","['emissor', 'confirmar', 'assalto', 'ressalta', 'ninguém', 'sair', 'ferir']"
1035,1036,"Eles se beijaram e estavam juntos na festa de aniversário de Leandra Leal, no final de semana.","A festa de aniversário de Leandra Leal, no último domingo, 13, reuniu muita gente animada.",3.25,0,"['beijar', 'junto', 'festa', 'aniversário', 'Leandra', 'leal', 'final', 'semana']","['festa', 'aniversário', 'Leandra', 'leal', 'último', 'domingo', '13', 'reunir', 'muito', 'gente', 'animar']"
1036,1037,Um advogado e assessores de Pimentel foram ao local.,Pimentel deixou a sociedade no mesmo ano.,2.0,0,"['advogado', 'assessor', 'pimentel', 'local']","['pimentel', 'deixar', 'sociedade', 'ano']"
1037,1038,Quero dizer que não há razões para ter medo da Rússia.,Não é preciso temerem a Rússia.,4.25,1,"['querer', 'dizer', 'razão', 'ter', 'medo', 'Rússia']","['preciso', 'temer', 'Rússia']"
1038,1039,"No meio-campo, Alex substituti D'Ale e o treinador vai mandar a campo três volantes.","Ainda no meio-campo, o treinador deve proteger sua zaga com três volantes.",3.0,0,"['meiocampo', 'Alex', 'Substituti', 'dalar', 'treinador', 'ir', 'mandar', 'campo', 'três', 'volante']","['ainda', 'meiocampo', 'treinador', 'dever', 'proteger', 'zaga', 'três', 'volante']"
1039,1040,"Erdogan declarara que a democracia é um meio, não um fim.",A conversão do AKP à democracia foi uma necessidade.,2.5,0,"['erdogan', 'declararar', 'democracia', 'meio', 'fim']","['conversão', 'akp', 'democracia', 'necessidade']"
1040,1041,"Já no bairro Bela Aliança, 49 pessoas de 12 famílias foram encaminhadas para um abrigo público.","No salão paroquial da Igreja Católica, 49 pessas foram deslocadas.",2.5,0,"['bairro', 'belo', 'aliança', '49', 'pessoa', '12', 'família', 'encaminhar', 'abrigo', 'público']","['salão', 'paroquial', 'igrejar', 'católico', '49', 'pessa', 'deslocar']"
1041,1042,"Para mim, é a melhor dupla de Copa Davis do mundo.",É uma coisa comum dentro de confrontos da Copa Davis.,2.0,0,"['eu', 'bom', 'duplo', 'Copa', 'davi', 'mundo']","['coisa', 'comum', 'dentro', 'confronto', 'copar', 'davi']"
1042,1043,"Rodrigo Dourado, Nilton e Wellington farão uma trinca de volantes e Alex será o armador.","Rodrigo Dourado seguirá como o primeiro homem do losango no meio, e Alex como o último.",3.25,0,"['rodrigo', 'dourar', 'em ilton', 'Wellington', 'far', 'trinca', 'volante', 'alex', 'armador']","['rodrigo', 'dourar', 'seguir', 'primeiro', 'homem', 'losango', 'meio', 'alex', 'último']"
1043,1044,"Paulinho, Canteros e Kayke marcaram para o Flamengo, e Bruno Rangel descontou de pênalti, no fim do confronto.","Bruno Rangel, de pênalti, descontou no fim do confronto.",4.0,1,"['paulinho', 'cantero', 'kayke', 'marcar', 'flamengo', 'bruno', 'rangel', 'descontar', 'pênalti', 'fim', 'confronto']","['Bruno', 'rangelr', 'pênalti', 'descontar', 'fim', 'confronto']"
