,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
828,Folha de SP,['Bolsonaro'],PF pede mais 30 dias para investigar interferência de Bolsonaro,PF asks for another 30 days to investigate interference bolsonaro,-0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-05-29 23:03:41.651000+00:00,2020-05-30 06:32:24.519000+00:00,26922868.0
829,O Antagonista,['Bolsonaro'],Veja os exames negativos de Bolsonaro para Covid-19,See the negative tests of Bolsonaro for Covid-19,0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-13 18:31:19.502000+00:00,2020-05-13 20:05:14.262000+00:00,5634760.0
830,UOL,['Bolsonaro'],Bolsonaro chama de 'marginais' membros de  atos antifascistas,Bolsonaro calls 'marginal' members of antifascist acts,0.0,-0.5,0.0,0.5,False,2020-06-03 20:33:24.747000+00:00,2020-06-03 21:32:16.685000+00:00,3531938.0
831,Folha de SP,['Bolsonaro'],Supremo definirá futuro de inquérito das fake news que incomoda Bolsonaro,Supreme will set future of fake news inquiry that bothers Bolsonaro,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-10 11:02:24.019000+00:00,2020-06-10 15:31:51.718000+00:00,16167699.0
832,O Antagonista,"['Bolsonaro', 'Heleno']",Flávio Dino diz que Bolsonaro ‘sonha com ditadura’ e Augusto Heleno ‘não está à altura’ das Forças Armadas,Flávio Dino says Bolsonaro 'dreams of dictatorship' and Augusto Heleno 'is not up to the task' of the Armed Forces,-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-05-25 19:32:08.678000+00:00,2020-05-25 20:31:34.006000+00:00,3565328.0
833,O Antagonista,['Bolsonaro'],Ministro do Turismo escancara plano do governo Bolsonaro de instalar cassinos no Brasil,Minister of Tourism open bolsonaro government's plan to install casinos in Brazil,0.0,0.0,0.0,0.0,False,2020-05-20 19:32:36.688000+00:00,2020-05-20 20:31:32.381000+00:00,3535693.0
834,UOL,['Bolsonaro'],"BB deve ser vendido, mas Bolsonaro não tem força hoje, diz ex-ministro da Fazenda","BB should be sold, but Bolsonaro has no strength today, says former Finance Minister",-0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-06-07 09:01:38.603000+00:00,2020-06-07 17:31:49.594000+00:00,30610991.0
835,Terça Livre,['Bolsonaro'],Bolsonaro acredita no arquivamento natural de inquérito sobre ‘interferência’,Bolsonaro believes in the natural filing of inquiry on 'interference',0.0,0.4000000059604645,0.0,0.4000000059604645,False,2020-05-25 23:03:45.983000+00:00,2020-05-27 16:03:55.716000+00:00,147609733.0
836,G1,['Bolsonaro'],Bolsonaro diz que vê em operação da PF sinal de que 'algo muito grave está acontecendo' com a democracia,Bolsonaro says he sees in operation pf sign that 'something very serious is happening' with democracy,-0.30000001192092896,-0.20000000298023224,0.30000001192092896,0.20000000298023224,False,2020-05-28 03:03:58.536000+00:00,2020-05-28 04:04:05.511000+00:00,3606975.0
837,O Antagonista,['Bolsonaro'],Roberto Jefferson diz que defende Bolsonaro ‘espontaneamente’,Roberto Jefferson says he defends Bolsonaro 'spontaneously',0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-03 00:32:33.736000+00:00,2020-06-03 11:32:20.589000+00:00,39586853.0
838,G1,['Bolsonaro'],Pará diz que decreto de Bolsonaro não muda orientações no estado,Pará says bolsonaro decree does not change guidelines in the state,-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-05-12 02:03:32.711000+00:00,2020-05-12 09:32:46.766000+00:00,26954055.0
839,UOL,['Bolsonaro'],"Josias: Acuado, Bolsonaro leva seu governo para o brejo","Josiah: Acuado, Bolsonaro takes his government to the swamp",-0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-19 13:01:23.178000+00:00,2020-06-19 16:32:40.095000+00:00,12676917.0
840,UOL,"['Bolsonaro', 'Moro']","Advogado de Bolsonaro elogia Moro: 'Se tivesse roubado um banco, perdoaria'","Bolsonaro lawyer praises Moro: 'If you had robbed a bank, you would forgive'",0.0,-0.5,0.0,0.5,False,2020-05-20 21:32:53.270000+00:00,2020-05-21 09:03:59.607000+00:00,41466337.0
841,Folha de SP,['Bolsonaro'],Fake news e Bolsonaro fazem ministros do Supremo se unir,Fake news and Bolsonaro make supreme ministers unite,-0.699999988079071,-0.699999988079071,0.699999988079071,0.699999988079071,False,2020-05-29 13:32:24.038000+00:00,2020-05-29 17:31:58.411000+00:00,14374373.0
842,O Antagonista,['Bolsonaro'],"Bolsonaro ‘aparentemente reconheceu esforço investigativo’ no caso Adélio, diz delegado","Bolsonaro 'apparently recognized investigative effort' in adélio case, says delegate",0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-05-20 22:33:46.655000+00:00,2020-05-20 23:32:09.515000+00:00,3502860.0
843,UOL,['Bolsonaro'],Bolsonaro teme que crise favoreça oposição,Bolsonaro fears that crisis favors opposition,-0.4000000059604645,-0.4000000059604645,0.4000000059604645,0.4000000059604645,False,2020-05-31 12:31:51.784000+00:00,2020-05-31 23:01:55.478000+00:00,37803694.0
844,UOL,['Bolsonaro'],STF derruba restrição a informações públicas proposta por Bolsonaro,Supreme Court overturns restriction on public information proposed by Bolsonaro,-0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-04-30 20:01:39.730000+00:00,2020-04-30 21:31:24.605000+00:00,5384875.0
845,R7,['Bolsonaro'],"'Dia de paz e entendimento', diz Doria após reunião com Bolsonaro","'Day of peace and understanding', says Doria after meeting with Bolsonaro",0.10000000149011612,0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-05-21 16:31:23.425000+00:00,2020-05-21 23:32:42.617000+00:00,25279192.0
846,G1,['Bolsonaro'],Juíza recusa relatório médico e exige exames de Bolsonaro,Judge refuses medical report and requires bolsonaro exams,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-05-01 20:31:02.587000+00:00,2020-05-02 00:03:39.414000+00:00,12756827.0
847,UOL,['Bolsonaro'],Bolsonaro sobe o tom em crítica ao STF e diz que tudo tem limite: 'Acabou',Bolsonaro raises the tone in criticism of the Supreme Court and says everything has limit: 'It's over',0.0,-0.5,0.0,0.5,False,2020-05-28 13:32:20.599000+00:00,2020-05-28 19:32:20.799000+00:00,21600200.0
848,UOL,"['Freixo', 'Bolsonaro']","'Investigação sobre Queiroz precisa chegar em Bolsonaro', diz Freixo","'Investigation on Queiroz needs to arrive in Bolsonaro', says Freixo",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-22 00:32:35.892000+00:00,2020-06-22 09:05:17.009000+00:00,30761117.0
849,G1,"['Bolsonaro', 'Moro']",Aras ainda não pediu auxílio da PF para inquérito sobre acusações de Moro a Bolsonaro,Aras has not yet requested help from THE PF for inquiry into accusations of Moro bolsonaro,0.0,0.0,0.0,0.0,False,2020-04-30 16:02:45.055000+00:00,2020-05-03 07:01:57.914000+00:00,226752859.0
850,UOL,['Bolsonaro'],Câmara aprova texto-base de MP que recria sorteio na TV e beneficia emissoras aliadas de Bolsonaro,House approves text-base MP that recreates draw on TV and benefits allied broadcasters bolsonaro,0.5,0.10000000149011612,0.5,0.10000000149011612,False,2020-06-04 00:31:48.715000+00:00,2020-06-04 09:01:46.184000+00:00,30597469.0
851,R7,['Bolsonaro'],Ramagem articulou primeira opção de Bolsonaro na PF do Rio,Ramagem articulated bolsonaro's first option in the Rio PF,0.30000001192092896,0.10000000149011612,0.30000001192092896,0.10000000149011612,False,2020-05-13 22:31:55.478000+00:00,2020-05-13 23:33:17.651000+00:00,3682173.0
852,O Antagonista,['Bolsonaro'],A mensagem de Bolsonaro,Bolsonaro's message,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-15 11:31:59.741000+00:00,2020-06-15 12:01:52.559000+00:00,1792818.0
853,R7,"['Weintraub', 'Bolsonaro']","Em decreto, Bolsonaro altera data de exoneração de Weintraub","In decree, Bolsonaro changes date of exoneration of Weintraub",0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-23 11:04:50.022000+00:00,2020-06-23 22:04:33.759000+00:00,39583737.0
854,UOL,['Heleno'],Trevisan: Heleno não atuou contra ataques ao STF. O que isso diz sobre ele?,Trevisan: Heleno did not act against attacks on the Supreme Court. What does that say about him?,-0.10000000149011612,-0.10000000149011612,0.30000001192092896,0.4000000059604645,False,2020-06-16 21:31:52.406000+00:00,2020-06-17 09:03:14.699000+00:00,41482293.0
855,G1,['Bolsonaro'],PGR concorda com o Planalto e defende levantar sigilo só de falas do Bolsonaro,PGR agrees with the Plateau and advocates raising secrecy only bolsonaro speeches,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-05-15 02:31:29.477000+00:00,2020-05-15 03:01:14.898000+00:00,1785421.0
856,G1,['Bolsonaro'],"Questionado sobre troca, Bolsonaro grita 'cala a boca' para repórteres","Asked about exchange, Bolsonaro shouts 'shut up' to reporters",0.20000000298023224,-0.4000000059604645,0.20000000298023224,0.4000000059604645,False,2020-05-05 19:31:21.058000+00:00,2020-05-05 20:02:07.297000+00:00,1846239.0
857,O Antagonista,['Bolsonaro'],O psiquiatra de Bolsonaro,Bolsonaro's psychiatrist,0.30000001192092896,-0.10000000149011612,0.30000001192092896,0.10000000149011612,False,2020-05-18 14:03:09.661000+00:00,2020-05-18 15:32:06.272000+00:00,5336611.0
858,Folha de SP,"['Bolsonaro', 'Moro']",Advogados se unem para dificultar carreira de Moro fora do governo Bolsonaro,Lawyers unite to hinder Moro's career outside the Bolsonaro government,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-22 15:31:39.285000+00:00,2020-06-22 22:31:52.417000+00:00,25213132.0
859,UOL,['Bolsonaro'],Bolsonaro está confiante em seu dispositivo militar,Bolsonaro is confident in his military device,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,False,2020-05-06 12:31:11.499000+00:00,2020-05-06 18:00:58.987000+00:00,19787488.0
860,G1,['Regina Duarte'],Ana Flor analisa saída de Regina Duarte da Secretaria da Cultura,Ana Flor analyzes regina duarte's departure from the Secretariat of Culture,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-20 14:31:40.935000+00:00,2020-05-20 15:31:33.434000+00:00,3592499.0
861,G1,"['Bolsonaro', 'Moro']",Grupos a favor de Moro e de Bolsonaro estão em frente à superintendência,Groups in favor of Moro and Bolsonaro are in front of the superintendence,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-02 14:02:32.040000+00:00,2020-05-02 17:01:57.480000+00:00,10765440.0
862,UOL,['Bolsonaro'],"Análise: Após Teich, o Breve, Bolsonaro quer um terraplanista no ministério","Analysis: After Teich the Brief, Bolsonaro wants a terraplanista in the ministry",0.0,0.0,0.0,0.0,False,2020-05-15 18:02:35.854000+00:00,2020-05-15 19:31:23.577000+00:00,5327723.0
863,O Antagonista,['Bolsonaro'],Ex-chefe da PF no Rio diz que não houve interferência de Bolsonaro em investigações,Former head of THE PF in Rio says there was no interference bolsonaro in investigations,-0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-12 03:31:57.388000+00:00,2020-05-12 12:01:33.834000+00:00,30576446.0
864,G1,['Crivella'],Crivella anuncia reabertura a partir de amanhã; veja o que será permitido,Crivella announces reopening from tomorrow; see what will be allowed,0.20000000298023224,0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-01 17:02:52.817000+00:00,2020-06-01 17:31:53.637000+00:00,1740820.0
865,O Antagonista,"['Bolsonaro', 'Moro']",Moro diz esperar que Bolsonaro se empenhe “de fato” no combate à corrupção,"Moro says he expects Bolsonaro to engage ""in fact"" in the fight against corruption",-0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-05-29 14:33:07.771000+00:00,2020-05-29 16:32:09.523000+00:00,7141752.0
866,UOL,['Bolsonaro'],"Trevisan: Governo Bolsonaro é leão banguela: faz barulho, mas não morde",Trevisan: Bolsonaro government is toothless lion: makes noise but does not bite,-0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-19 18:02:47.651000+00:00,2020-06-20 13:02:59.039000+00:00,68411388.0
867,UOL,['Bolsonaro'],Críticas a Bolsonaro enfraquecem Raí,Criticism of Bolsonaro weaken Raí,0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-05-01 13:01:08.686000+00:00,2020-05-01 19:00:49.235000+00:00,21580549.0
868,O Antagonista,['Weintraub'],Weintraub derruba norma que incentivava cotas na pós-graduação,Weintraub overturns norm that encouraged quotas in graduate school,0.10000000149011612,0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-18 18:03:06.358000+00:00,2020-06-18 19:02:58.986000+00:00,3592628.0
869,R7,['Bolsonaro'],Assista à reunião de Bolsonaro com governadores,Watch bolsonaro's meeting with governors,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-21 14:01:33.722000+00:00,2020-05-21 14:31:41.597000+00:00,1807875.0
870,G1,['Bolsonaro'],Aras deve pedir depoimento de Bolsonaro,Aras should ask bolsonaro testimony,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-13 14:01:49.495000+00:00,2020-05-13 15:32:03.970000+00:00,5414475.0
871,Folha de SP,['Bolsonaro'],Eleitores arrependidos de Bolsonaro precisam assumir sua culpa,Bolsonaro's sorry voters need to take their blame,-0.4000000059604645,-0.800000011920929,0.4000000059604645,0.800000011920929,False,2020-06-14 08:04:05.304000+00:00,2020-06-14 13:03:22.333000+00:00,17957029.0
872,R7,['Regina Duarte'],"Após 3 meses, Regina Duarte é exonerada da Secretaria de Cultura","After 3 months, Regina Duarte is discharged from the Secretariat of Culture",-0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-10 06:33:06.310000+00:00,2020-06-10 12:03:21.171000+00:00,19814861.0
873,UOL,['Freixo'],"Kim, Joice, Freixo, Molon e Tabata criam grupo de WhatsApp","Kim, Joice, Freixo, Molon and Tabata create WhatsApp group",0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-03 12:02:56.803000+00:00,2020-06-03 13:32:57.095000+00:00,5400292.0
874,UOL,['Weintraub'],Weintraub anuncia prorrogação das inscrições para o Enem,Weintraub announces extension of registrations for Enem,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-22 17:03:02.282000+00:00,2020-05-22 19:32:33.736000+00:00,8971454.0
875,R7,['Guedes'],Guedes dá aval para mais três parcelas do auxílio,Guedes endorses three more portions of the assistance,0.30000001192092896,0.0,0.30000001192092896,0.0,False,2020-06-26 17:31:34.841000+00:00,2020-06-27 07:31:48.974000+00:00,50414133.0
876,UOL,['Bolsonaro'],Bolsonaro tem novo adversário: o abatimento,Bolsonaro has new opponent: the abatement,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-06-23 20:32:41.392000+00:00,2020-06-24 15:03:36.142000+00:00,66654750.0
877,UOL,['Bolsonaro'],Sakamoto: Bolsonaro é visto como um dos piores líderes,Sakamoto: Bolsonaro is seen as one of the worst leaders,-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-05-15 19:03:14.938000+00:00,2020-05-15 21:32:51.714000+00:00,8976776.0
878,UOL,"['Weintraub', 'Bolsonaro']","Josias: Problema da Educação é Bolsonaro, não Weintraub","Josiah: Education problem is Bolsonaro, not Weintraub",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-06-04 23:03:57.129000+00:00,2020-06-05 05:02:43.450000+00:00,21526321.0
879,UOL,['Bolsonaro'],"Advogado de Bolsonaro contesta PF e MPF e, sem provas, diz que Adélio foi cooptado por organização","Bolsonaro lawyer disputes PF and MPF and, without evidence, says Adélio was co-opted by organization",-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-04 21:31:41.788000+00:00,2020-06-05 02:03:42.833000+00:00,16321045.0
880,G1,['Bolsonaro'],"Renda Brasil, o Bolsa Família de Bolsonaro","Renda Brasil, the Bolsa Família de Bolsonaro",0.20000000298023224,0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-12 03:31:27.207000+00:00,2020-06-13 08:32:45.118000+00:00,104477911.0
881,UOL,"['Bolsonaro', 'Moro']","Agenda anticorrupção não teve 'impulso' com Bolsonaro, diz Sergio Moro","Anti-corruption agenda had no 'momentum' with Bolsonaro, says Sergio Moro",-0.20000000298023224,-0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-05-24 23:32:23.345000+00:00,2020-05-25 03:03:35.025000+00:00,12671680.0
882,G1,['Weintraub'],STF rejeita pedido para tirar ministro Abraham Weintraub do inquérito das fake news,Supreme Court rejects request to remove Minister Abraham Weintraub from fake news inquiry,-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-06-17 19:03:08.224000+00:00,2020-06-17 20:32:38.008000+00:00,5369784.0
883,UOL,['Bolsonaro'],Manifestantes em SP se reúnem em atos contra e a favor de Bolsonaro,Protesters in SP gather in acts against and in favor of Bolsonaro,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-06-07 18:03:13.291000+00:00,2020-06-07 20:01:23.653000+00:00,7090362.0
884,UOL,['Bolsonaro'],"Balaio do Kotscho: Governo do Dr. Bolsonaro agoniza, e Brasil entra na UTI","Balaio do Kotscho: Government of Dr. Bolsonaro agonizes, and Brazil enters the ICU",0.0,0.0,0.0,0.0,False,2020-05-15 19:31:21.088000+00:00,2020-05-15 21:03:18.247000+00:00,5517159.0
